Sujeto,Id,Tipo de señales,Exactitud,Forward,Backward,Left,Right,Up,Down,Rest,loss,accuracy,categorical_accuracy,categorical_crossentropy
21,004,EMG,31.527093052864075,0.15151515151515152,0.3805031446540881,0.5384615384615384,0.1780821917808219,0.2830188679245283,0.16759776536312848,0.4931506849315068,1.7028186321258545,0.31527093052864075,0.31527093052864075,1.7028186321258545
21,004,EEG,23.39901477098465,0.3076923076923077,0.05128205128205128,0.0,0.15254237288135594,0.4945054945054945,0.17738791423001948,0.7054263565891473,1.8960399627685547,0.2339901477098465,0.2339901477098465,1.8960399627685547
21,004,Combinación,29.86453201970443,0.0,0.3609467455621302,0.8,0.0,0.19815668202764977,0.19491525423728814,0.37152209492635024
25,004,EMG,27.894088625907898,0.3,0.1706896551724138,0.7111111111111111,0.8,0.0,0.6144578313253012,0.27102803738317754,1.7708015441894531,0.278940886259079,0.278940886259079,1.7708015441894531
25,004,EEG,26.23152732849121,0.18369690011481057,0.3333333333333333,0.21428571428571427,0.0,0.11971830985915492,0.2708333333333333,0.5919732441471572,1.7677549123764038,0.2623152732849121,0.2623152732849121,1.7677549123764038
25,004,Combinación,23.645320197044335,0.0,0.0,0.7868852459016393,0.0,0.0,0.2653061224489796,0.19846022241231823
2,005,EMG,19.62922513484955,0.1296043656207367,0.0,0.47368421052631576,0.0,0.0,1.0,0.0,4.5655364990234375,0.19629225134849548,0.19629225134849548,4.5655364990234375
2,005,EEG,23.00981432199478,0.17167381974248927,0.0,0.0,0.17083333333333334,0.0,0.19607843137254902,0.5263157894736842,1.840433120727539,0.23009814321994781,0.23009814321994781,1.840433120727539
2,005,Combinación,19.95637949836423,0.0,0.0,0.2852941176470588,0.0,0.1405940594059406,1.0,0.18461538461538463
7,005,EMG,16.25615805387497,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.14655716993051168,12.07675838470459,0.1625615805387497,0.1625615805387497,12.07675838470459
7,005,EEG,19.396552443504333,0.16071428571428573,0.134185303514377,0.3157894736842105,0.0,0.1875,0.13333333333333333,0.42790697674418604,1.9319965839385986,0.19396552443504333,0.19396552443504333,1.9319965839385986
7,005,Combinación,17.610837438423648,0.0,0.0,0.40601503759398494,0.0,0.0,0.0,0.15560026827632462
11,005,EMG,22.57799655199051,0.23880597014925373,0.6470588235294118,0.1701492537313433,0.0,0.5588235294117647,1.0,0.5,1.9632165431976318,0.2257799655199051,0.2257799655199051,1.9632165431976318
11,005,EEG,19.211822748184204,0.29333333333333333,0.22727272727272727,0.25,0.0,0.2413793103448276,0.1421121251629726,0.2872727272727273,1.9791736602783203,0.19211822748184204,0.19211822748184204,1.9791736602783203
11,005,Combinación,30.541871921182267,0.12857142857142856,0.28187919463087246,0.5396825396825397,0.0,0.3114754098360656,0.0,0.3497942386831276
13,005,EMG,55.41871786117554,0.29347826086956524,0.9142857142857143,0.6845637583892618,0.3898305084745763,0.6363636363636364,0.40988372093023256,0.8602620087336245,1.1638844013214111,0.5541871786117554,0.5541871786117554,1.1638844013214111
13,005,EEG,14.28571492433548,0.0,0.0,0.14303329223181258,0.0,0.0,0.0,0.0,2.4171576499938965,0.1428571492433548,0.1428571492433548,2.4171576499938965
13,005,Combinación,52.21674876847291,0.2962962962962963,0.7034482758620689,0.4400785854616896,0.3076923076923077,0.5,0.4696132596685083,0.8977777777777778
21,005,EMG,30.665025115013123,0.15789473684210525,0.26461038961038963,0.0,0.0,0.225,0.16696914700544466,0.5818639798488665,2.0026426315307617,0.3066502511501312,0.3066502511501312,2.0026426315307617
21,005,EEG,22.967980802059174,0.12972972972972974,0.0,0.16666666666666666,0.1346153846153846,0.29064039408866993,0.12643678160919541,0.7985074626865671,1.8282489776611328,0.22967980802059174,0.22967980802059174,1.8282489776611328
21,005,Combinación,30.17241379310345,0.0,0.2818627450980392,0.26881720430107525,0.0,0.2028985507246377,0.07692307692307693,0.3717948717948718
25,005,EMG,14.28571492433548,0.0,0.0,0.0,0.0,0.0,0.0,0.14347557204700062,3.8234148025512695,0.1428571492433548,0.1428571492433548,3.8234148025512695
25,005,EEG,25.615763664245605,0.25236593059936907,0.10344827586206896,0.2169811320754717,0.16129032258064516,0.17158176943699732,0.1452991452991453,0.6305220883534136,1.7715249061584473,0.25615763664245605,0.25615763664245605,1.7715249061584473
25,005,Combinación,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.1444582814445828
2,006,EMG,31.874999403953552,0.0,0.1,0.8846153846153846,0.13541666666666666,0.0,0.23556942277691106,0.9225806451612903,2.067858934402466,0.3187499940395355,0.3187499940395355,2.067858934402466
2,006,EEG,21.875,0.2198581560283688,0.5,0.0,0.15507246376811595,0.0,0.275,0.8387096774193549,1.9028433561325073,0.21875,0.21875,1.9028433561325073
2,006,Combinación,31.607142857142854,0.0,0.0,0.9444444444444444,0.13803680981595093,0.0,0.24793388429752067,0.8352941176470589
7,006,EMG,49.16256070137024,0.4940898345153664,0.5259938837920489,1.0,0.3092105263157895,0.37130801687763715,0.4696969696969697,0.6041666666666666,1.3043363094329834,0.4916256070137024,0.4916256070137024,1.3043363094329834
7,006,EEG,17.783251404762268,0.15470383275261324,0.08333333333333333,0.0,0.08,0.21223021582733814,0.16304347826086957,0.5053763440860215,1.976258397102356,0.17783251404762268,0.17783251404762268,1.976258397102356
7,006,Combinación,47.783251231527096,0.4912718204488778,0.5675675675675675,1.0,0.29207920792079206,0.3604887983706721,0.41624365482233505,0.606694560669456
11,006,EMG,49.81527030467987,0.402555910543131,0.5236768802228412,0.8563218390804598,0.6277372262773723,0.4444444444444444,0.36568457538994803,0.8181818181818182,1.2463475465774536,0.4981527030467987,0.4981527030467987,1.2463475465774536
11,006,EEG,23.02955687046051,0.29850746268656714,0.38427947598253276,0.22058823529411764,0.15789473684210525,0.13846153846153847,0.1285140562248996,0.36813186813186816,1.8608753681182861,0.2302955687046051,0.2302955687046051,1.8608753681182861
11,006,Combinación,46.67487684729064,0.3786764705882353,0.4904109589041096,0.8606060606060606,0.6216216216216216,0.3380281690140845,0.37153419593345655,0.4632352941176471
13,006,EMG,51.52709484100342,0.22994652406417113,0.506398537477148,0.6740506329113924,0.37349397590361444,0.4789473684210526,0.30454545454545456,0.7845117845117845,1.3675934076309204,0.5152709484100342,0.5152709484100342,1.3675934076309204
13,006,EEG,14.482758939266205,0.18181818181818182,0.0,0.1437246963562753,0.0,0.0,0.0625,1.0,1.9635541439056396,0.14482758939266205,0.14482758939266205,1.9635541439056396
13,006,Combinación,51.231527093596064,0.2702702702702703,0.4928825622775801,0.6666666666666666,0.42857142857142855,0.5014492753623189,0.2971887550200803,0.7992957746478874
21,006,EMG,36.10837459564209,0.25,0.4091778202676864,0.0,0.22556390977443608,0.276657060518732,0.21588089330024815,0.6221719457013575,1.5955981016159058,0.3610837459564209,0.3610837459564209,1.5955981016159058
21,006,EEG,25.960591435432434,0.25333333333333335,0.0,0.07142857142857142,0.15347334410339256,0.25705794947994054,0.1787709497206704,0.7839195979899497,1.7969179153442383,0.25960591435432434,0.25960591435432434,1.7969179153442383
21,006,Combinación,34.23645320197045,0.2692307692307692,0.42283298097251587,0.046511627906976744,0.2052401746724891,0.21005385996409337,0.23931623931623933,0.5384615384615384
25,006,EMG,38.17734122276306,0.36363636363636365,0.34608985024958405,0.46153846153846156,0.6341463414634146,0.21561338289962825,0.8292682926829268,0.4084507042253521,1.5421557426452637,0.3817734122276306,0.3817734122276306,1.5421557426452637
25,006,EEG,29.31034564971924,0.2702702702702703,0.1888412017167382,0.21951219512195122,0.23275862068965517,0.07317073170731707,0.1962025316455696,0.5358166189111748,1.7409443855285645,0.2931034564971924,0.2931034564971924,1.7409443855285645
25,006,Combinación,36.145320197044335,1.0,0.3755274261603376,0.4489795918367347,0.4657534246575342,0.2151394422310757,0.8048780487804879,0.33429394812680113
2,007,EMG,41.0098522901535,0.55,0.5,1.0,0.2301980198019802,0.0,0.3386243386243386,0.8467153284671532,1.6120206117630005,0.41009852290153503,0.41009852290153503,1.6120206117630005
2,007,EEG,16.502462327480316,0.13087248322147652,0.16666666666666666,0.09411764705882353,0.14285714285714285,0.16981132075471697,0.125,0.9487179487179487,1.9621493816375732,0.16502462327480316,0.16502462327480316,1.9621493816375732
2,007,Combinación,41.6256157635468,0.5849056603773585,0.4,1.0,0.22474747474747475,0.0,0.3559322033898305,0.8055555555555556
7,007,EMG,57.799673080444336,0.4301369863013699,0.47096774193548385,0.9382716049382716,0.17073170731707318,0.9166666666666666,0.5630252100840336,0.7981651376146789,1.0585966110229492,0.5779967308044434,0.5779967308044434,1.0585966110229492
7,007,EEG,21.42857164144516,0.1797752808988764,0.17391304347826086,0.0,0.6666666666666666,0.24305555555555555,0.2391304347826087,0.3709677419354839,2.004894733428955,0.2142857164144516,0.2142857164144516,2.004894733428955
7,007,Combinación,55.91133004926109,0.35698447893569846,0.5478260869565217,0.9342105263157895,0.23809523809523808,0.8023255813953488,0.5639097744360902,0.7873303167420814
11,007,EMG,52.955663204193115,0.4266666666666667,0.39770114942528734,0.791907514450867,0.5555555555555556,0.45454545454545453,0.6055045871559633,0.6060606060606061,1.1185663938522339,0.5295566320419312,0.5295566320419312,1.1185663938522339
11,007,EEG,22.98850566148758,0.16666666666666666,0.2072072072072072,0.1891891891891892,0.0,0.09859154929577464,0.1820388349514563,0.3201754385964912,1.9276806116104126,0.2298850566148758,0.2298850566148758,1.9276806116104126
11,007,Combinación,51.80623973727422,0.4222222222222222,0.42377260981912146,0.7567567567567568,0.6071428571428571,0.38461538461538464,0.625,0.5137614678899083
13,007,EMG,53.69458198547363,0.2857142857142857,0.7741935483870968,0.8958333333333334,0.42857142857142855,0.5,0.4647887323943662,0.5652173913043478,1.3852468729019165,0.5369458198547363,0.5369458198547363,1.3852468729019165
13,007,EEG,17.733989655971527,0.0,0.17131474103585656,0.21804511278195488,0.0,0.0,0.0,0.0,2.368781089782715,0.17733989655971527,0.17733989655971527,2.368781089782715
13,007,Combinación,54.92610837438424,0.27522935779816515,0.75,0.9,0.49056603773584906,0.0,0.5079365079365079,0.639344262295082
21,007,EMG,37.520524859428406,0.22727272727272727,0.42433234421364985,1.0,0.29914529914529914,0.26356589147286824,0.3888888888888889,0.4152744630071599,1.8260129690170288,0.37520524859428406,0.37520524859428406,1.8260129690170288
21,007,EEG,28.57142984867096,0.1,0.4117647058823529,0.21875,0.15945945945945947,0.2376599634369287,0.5,0.7922077922077922,1.866564154624939,0.2857142984867096,0.2857142984867096,1.866564154624939
21,007,Combinación,34.893267651888344,0.0,0.4888888888888889,0.7777777777777778,0.23711340206185566,0.18904109589041096,0.0,0.4523809523809524
25,007,EMG,44.95073854923248,0.3157894736842105,0.32170542635658916,0.3170731707317073,0.6363636363636364,0.5555555555555556,0.8695652173913043,0.6374269005847953,1.3917481899261475,0.44950738549232483,0.44950738549232483,1.3917481899261475
25,007,EEG,24.876847863197327,0.19011406844106463,0.21176470588235294,0.1419753086419753,0.18421052631578946,0.0,0.058823529411764705,0.8020833333333334,1.8048079013824463,0.24876847863197327,0.24876847863197327,1.8048079013824463
25,007,Combinación,44.08866995073892,0.2682926829268293,0.311284046692607,0.3684210526315789,0.7083333333333334,0.7,0.8873239436619719,0.502283105022831
2,008,EMG,38.93129825592041,0.25,1.0,0.9310344827586207,0.20557491289198607,0.0,0.532967032967033,0.9105691056910569,1.4367798566818237,0.3893129825592041,0.3893129825592041,1.4367798566818237
2,008,EEG,22.900763154029846,0.16808510638297872,1.0,0.2,0.1608695652173913,0.0,0.14942528735632185,0.6638655462184874,1.849338173866272,0.22900763154029846,0.22900763154029846,1.849338173866272
2,008,Combinación,37.6226826608506,0.14285714285714285,1.0,0.9259259259259259,0.20550458715596331,1.0,0.5548387096774193,0.6781609195402298
